id,document,tag,content
174,0723_Pitt,benefit of vaccination,"Vaccines are a game-changer. They protect individuals from serious illness, cut the risk of transmission and collectively reduce our reliance on global mitigation approaches in favor of targeted containment strategies. This, in turn, minimizes the disruptions to our program and activities while ensuring the safety of everyone on our campuses."
175,0723_Pitt,requirement-level,"For these reasons, Pitt is strongly advising everyone in our community to get fully vaccinated as soon as possible . We are incentivizing, offering and promoting vaccination with the goal of having everyone on our campuses fully vaccinated—barring medical or religious exemptions—when classes begin."
175,0723_Pitt,requirement-who,"For these reasons, Pitt is strongly advising everyone in our community to get fully vaccinated as soon as possible . We are incentivizing, offering and promoting vaccination with the goal of having everyone on our campuses fully vaccinated—barring medical or religious exemptions—when classes begin."
175,0723_Pitt,exemption,"For these reasons, Pitt is strongly advising everyone in our community to get fully vaccinated as soon as possible . We are incentivizing, offering and promoting vaccination with the goal of having everyone on our campuses fully vaccinated—barring medical or religious exemptions—when classes begin."
176,0723_Pitt,requirement-level,"Coverage of “vaccine mandates” at other colleges and universities is causing confusion about Pitt’s approach, and is misleading. A vaccine mandate is an enforced requirement that would prohibit unvaccinated individuals from accessing an institution’s campuses, buildings and programs. While our goal is to have everyone fully vaccinated, enforcing a vaccination mandate is not realistic for many reasons. In fact, most universities and colleges that have announced vaccination “mandates” are also—just like Pitt—preparing to accommodate unvaccinated individuals on campus and in university activities. The University of Pittsburgh is not neutral on vaccination . Everyone who can get vaccinated should be vaccinated—and our objective is to achieve very high immunization rates on our campuses."
176,0723_Pitt,community,"Coverage of “vaccine mandates” at other colleges and universities is causing confusion about Pitt’s approach, and is misleading. A vaccine mandate is an enforced requirement that would prohibit unvaccinated individuals from accessing an institution’s campuses, buildings and programs. While our goal is to have everyone fully vaccinated, enforcing a vaccination mandate is not realistic for many reasons. In fact, most universities and colleges that have announced vaccination “mandates” are also—just like Pitt—preparing to accommodate unvaccinated individuals on campus and in university activities. The University of Pittsburgh is not neutral on vaccination . Everyone who can get vaccinated should be vaccinated—and our objective is to achieve very high immunization rates on our campuses."
176,0723_Pitt,institutional strategy,"Coverage of “vaccine mandates” at other colleges and universities is causing confusion about Pitt’s approach, and is misleading. A vaccine mandate is an enforced requirement that would prohibit unvaccinated individuals from accessing an institution’s campuses, buildings and programs. While our goal is to have everyone fully vaccinated, enforcing a vaccination mandate is not realistic for many reasons. In fact, most universities and colleges that have announced vaccination “mandates” are also—just like Pitt—preparing to accommodate unvaccinated individuals on campus and in university activities. The University of Pittsburgh is not neutral on vaccination . Everyone who can get vaccinated should be vaccinated—and our objective is to achieve very high immunization rates on our campuses."
177,0723_Pitt,requirement-who,"We are mandating compliance with our virus control program for everyone at the University, including students, faculty, staff, guests and contractors."
181,0723_Pitt,regulations,"Our COVID-19 Medical Response Office (CMRO)—working in close collaboration with our Healthcare Advisory Group—will continue to modify mitigation and containment measures so that we can effectively prevent and limit the spread of the virus on our campuses. Like last year, we may adjust these measures based on the risk of infection in our environment and due to changes in federal, state and local health guidance. Unlike last year, these measures will be tailored based on your disclosed vaccination status."
181,0723_Pitt,institutional strategy,"Our COVID-19 Medical Response Office (CMRO)—working in close collaboration with our Healthcare Advisory Group—will continue to modify mitigation and containment measures so that we can effectively prevent and limit the spread of the virus on our campuses. Like last year, we may adjust these measures based on the risk of infection in our environment and due to changes in federal, state and local health guidance. Unlike last year, these measures will be tailored based on your disclosed vaccination status."
180,0723_Pitt,penalty of no compliance,"Failure to comply with any required virus control measure may result in disciplinary action, including the loss of access to University buildings and activities."
182,0730_MichiganState,community,"Since I arrived at MSU and throughout the pandemic, I have continued to place the health and safety of our students, faculty and staff at the forefront of all decisions. My priority has been to protect our campus and surrounding communities as we respond to the COVID-19 pandemic, using data and science-based information to inform every decision."
182,0730_MichiganState,safety,"Since I arrived at MSU and throughout the pandemic, I have continued to place the health and safety of our students, faculty and staff at the forefront of all decisions. My priority has been to protect our campus and surrounding communities as we respond to the COVID-19 pandemic, using data and science-based information to inform every decision."
182,0730_MichiganState,evidence,"Since I arrived at MSU and throughout the pandemic, I have continued to place the health and safety of our students, faculty and staff at the forefront of all decisions. My priority has been to protect our campus and surrounding communities as we respond to the COVID-19 pandemic, using data and science-based information to inform every decision."
182,0730_MichiganState,health,"Since I arrived at MSU and throughout the pandemic, I have continued to place the health and safety of our students, faculty and staff at the forefront of all decisions. My priority has been to protect our campus and surrounding communities as we respond to the COVID-19 pandemic, using data and science-based information to inform every decision."
183,0730_MichiganState,responsibility of community members,"I have been a constant advocate for the COVID-19 vaccine as the best defense against the spread of the disease and the clearest path to the resumption of our on-campus living and learning. I am encouraged that the response to the vaccine has been largely positive, and members of our community are making the choice to protect themselves and others."
184,0730_MichiganState,expertise,"However, yesterday’s CDC data is concerning and significantly shifts the landscape. Across the country and here in Michigan, we are seeing a rise in cases and are finding the delta variant is more contagious. The new CDC data suggests that even vaccinated individuals can in some cases spread the virus."
184,0730_MichiganState,risk of covid,"However, yesterday’s CDC data is concerning and significantly shifts the landscape. Across the country and here in Michigan, we are seeing a rise in cases and are finding the delta variant is more contagious. The new CDC data suggests that even vaccinated individuals can in some cases spread the virus."
185,0730_MichiganState,community,"These recent developments and my commitment to keeping students, staff and faculty safe have led me to update our requirements, including those for the fall semester."
185,0730_MichiganState,safety,"These recent developments and my commitment to keeping students, staff and faculty safe have led me to update our requirements, including those for the fall semester."
186,0730_MichiganState,requirement-level,"2. All students, faculty and staff are required to be vaccinated against COVID-19 with an FDA-authorized or WHO-approved vaccine by Aug. 31."
186,0730_MichiganState,requirement-who,"2. All students, faculty and staff are required to be vaccinated against COVID-19 with an FDA-authorized or WHO-approved vaccine by Aug. 31."
187,0730_MichiganState,exemption,Limited exemptions for medical or religious reasons will be provided.
188,0730_MichiganState,community,"We are all in this battle against COVID-19 and its variants together and I firmly believe the actions we are taking today are necessary measures. As we have throughout the pandemic, we will continue to monitor the situation and will adjust as needed.  I appreciate the commitment of our students, faculty, staff and others to protect our Spartan Community."
188,0730_MichiganState,responsibility of community members,"We are all in this battle against COVID-19 and its variants together and I firmly believe the actions we are taking today are necessary measures. As we have throughout the pandemic, we will continue to monitor the situation and will adjust as needed.  I appreciate the commitment of our students, faculty, staff and others to protect our Spartan Community."
190,0802_GeorgiaTech,safety,"As we prepare for a new academic year, I want to thank you and every member of our community for all you have done and continue to do to keep Georgia Tech strong, stay safe and healthy, and deliver on our important mission even under the most challenging circumstances. I am particularly grateful to all of you who have gotten vaccinated against Covid-19."
190,0802_GeorgiaTech,health,"As we prepare for a new academic year, I want to thank you and every member of our community for all you have done and continue to do to keep Georgia Tech strong, stay safe and healthy, and deliver on our important mission even under the most challenging circumstances. I am particularly grateful to all of you who have gotten vaccinated against Covid-19."
190,0802_GeorgiaTech,efforts of community members,"As we prepare for a new academic year, I want to thank you and every member of our community for all you have done and continue to do to keep Georgia Tech strong, stay safe and healthy, and deliver on our important mission even under the most challenging circumstances. I am particularly grateful to all of you who have gotten vaccinated against Covid-19."
191,0802_GeorgiaTech,community,"Thanks to the work of the Stamps Health Services and the Covid-19 response task force, as well as your commitment to the health of our community, we have administered more than 32,000 vaccines to more than 17,000 individuals on campus. Thousands more have been vaccinated elsewhere, contributing to the safety of our entire community."
191,0802_GeorgiaTech,safety,"Thanks to the work of the Stamps Health Services and the Covid-19 response task force, as well as your commitment to the health of our community, we have administered more than 32,000 vaccines to more than 17,000 individuals on campus. Thousands more have been vaccinated elsewhere, contributing to the safety of our entire community."
192,0802_GeorgiaTech,responsibility of community members,"The new vaccines have proven to be extraordinarily effective at preventing severe illness. Data across the U.S. show that new hospitalizations and deaths due to the new virus variants are associated almost entirely with unvaccinated individuals. If there is one thing each one of us can do to protect ourselves and keep others safe, it is to get vaccinated. If you have questions or concerns about vaccination, it’s critical that you discuss them with your healthcare provider or any member of our Stamps Health Services team led by Dr. Ben Holton. I ask that you reach out to them, get any information you may need, and get vaccinated if you haven’t already. Getting vaccinated at Georgia Tech is easy and free."
192,0802_GeorgiaTech,expertise,"The new vaccines have proven to be extraordinarily effective at preventing severe illness. Data across the U.S. show that new hospitalizations and deaths due to the new virus variants are associated almost entirely with unvaccinated individuals. If there is one thing each one of us can do to protect ourselves and keep others safe, it is to get vaccinated. If you have questions or concerns about vaccination, it’s critical that you discuss them with your healthcare provider or any member of our Stamps Health Services team led by Dr. Ben Holton. I ask that you reach out to them, get any information you may need, and get vaccinated if you haven’t already. Getting vaccinated at Georgia Tech is easy and free."
192,0802_GeorgiaTech,evidence,"The new vaccines have proven to be extraordinarily effective at preventing severe illness. Data across the U.S. show that new hospitalizations and deaths due to the new virus variants are associated almost entirely with unvaccinated individuals. If there is one thing each one of us can do to protect ourselves and keep others safe, it is to get vaccinated. If you have questions or concerns about vaccination, it’s critical that you discuss them with your healthcare provider or any member of our Stamps Health Services team led by Dr. Ben Holton. I ask that you reach out to them, get any information you may need, and get vaccinated if you haven’t already. Getting vaccinated at Georgia Tech is easy and free."
193,0802_GeorgiaTech,responsibility of community members,"If you choose not to get vaccinated, you will be at risk of contracting Covid-19 and infecting others, with potentially severe consequences for you or someone else."
193,0802_GeorgiaTech,risk of covid,"If you choose not to get vaccinated, you will be at risk of contracting Covid-19 and infecting others, with potentially severe consequences for you or someone else."
194,0802_GeorgiaTech,expertise,"The CDC recently issued new interim guidance recommending the use of masks inside public buildings even by fully vaccinated individuals as a precaution given the broad circulation of the highly contagious delta variant of the virus. At Georgia Tech, everyone is encouraged to wear a mask or face covering while inside campus facilities. I encourage everyone in the Georgia Tech community to follow these recommendations, vaccinate, and wear a mask in campus buildings."
195,0802_GeorgiaTech,requirement-level,"To be clear, neither vaccination nor masking in indoor public spaces is required at Georgia Tech."
196,0802_GeorgiaTech,community,The University System of Georgia (USG) continues to work closely with the Georgia Department of Public Health to prioritize the health and safety of our campus communities.
196,0802_GeorgiaTech,expertise,The University System of Georgia (USG) continues to work closely with the Georgia Department of Public Health to prioritize the health and safety of our campus communities.
196,0802_GeorgiaTech,safety,The University System of Georgia (USG) continues to work closely with the Georgia Department of Public Health to prioritize the health and safety of our campus communities.
196,0802_GeorgiaTech,health,The University System of Georgia (USG) continues to work closely with the Georgia Department of Public Health to prioritize the health and safety of our campus communities.
197,0802_GeorgiaTech,requirement-level,"While I hope you will follow these public health recommendations, we will respect individual choices."
198,0802_GeorgiaTech,community,"In sum, vaccines and masks are highly effective at stopping the spread of Covid-19. I urge all of you to take advantage of these important protections to help keep you and the rest of our community safe. By taking these measures, I am confident we will have a productive and safe semester. I look forward to seeing you on campus. Jackets Moving Forward together!"
198,0802_GeorgiaTech,responsibility of community members,"In sum, vaccines and masks are highly effective at stopping the spread of Covid-19. I urge all of you to take advantage of these important protections to help keep you and the rest of our community safe. By taking these measures, I am confident we will have a productive and safe semester. I look forward to seeing you on campus. Jackets Moving Forward together!"
198,0802_GeorgiaTech,safety,"In sum, vaccines and masks are highly effective at stopping the spread of Covid-19. I urge all of you to take advantage of these important protections to help keep you and the rest of our community safe. By taking these measures, I am confident we will have a productive and safe semester. I look forward to seeing you on campus. Jackets Moving Forward together!"
199,0809_SouthFlorida,community,The University of South Florida cares deeply about the safety and wellbeing of all members of our community as we work hard to provide a full college experience for our students.
199,0809_SouthFlorida,safety,The University of South Florida cares deeply about the safety and wellbeing of all members of our community as we work hard to provide a full college experience for our students.
199,0809_SouthFlorida,health,The University of South Florida cares deeply about the safety and wellbeing of all members of our community as we work hard to provide a full college experience for our students.
200,0809_SouthFlorida,evidence,"Throughout the COVID-19 pandemic, USF leadership has made evidence-based decisions prioritizing public health, within guidance issued by our state leaders at the Board of Governors."
200,0809_SouthFlorida,health,"Throughout the COVID-19 pandemic, USF leadership has made evidence-based decisions prioritizing public health, within guidance issued by our state leaders at the Board of Governors."
201,0809_SouthFlorida,responsibility of community members,"We look forward to a productive fall semester with all the complements of a full college experience, but it can only be done through compliance with the guidelines issued by state leaders and detailed in this message. Thank you for doing your part."
202,0809_SouthFlorida,requirement-level,The Board of Governors and USF strongly urge all members of our community to get fully vaccinated.
202,0809_SouthFlorida,requirement-who,The Board of Governors and USF strongly urge all members of our community to get fully vaccinated.
203,0809_SouthFlorida,benefit of vaccination,"If an individual is fully vaccinated, the chance of developing symptomatic or asymptomatic COVID-19 infection and/or spreading it to others is markedly reduced, and the individual may not need to self-isolate following COVID-19 exposure."
204,0809_SouthFlorida,community,"In addition to the above mitigation measures, USF leadership will take additional steps to keep our community safe, such as: • Working with student organizations to implement appropriate mitigation strategies for their own organizations • Working with student leaders to promote and incentivize the vaccine using peer-to-peer outreach • Increasing signage on campus promoting the vaccine, masks and other mitigation measures • Providing responsive symptom screening through the Daily Symptom Checker • Providing free testing and contact tracing through USF Health and Student Health Services, in conjunction with the Florida Department of Health • Providing free vaccines on all of our campuses through Student Health Services and USF Health"
204,0809_SouthFlorida,safety,"In addition to the above mitigation measures, USF leadership will take additional steps to keep our community safe, such as: • Working with student organizations to implement appropriate mitigation strategies for their own organizations • Working with student leaders to promote and incentivize the vaccine using peer-to-peer outreach • Increasing signage on campus promoting the vaccine, masks and other mitigation measures • Providing responsive symptom screening through the Daily Symptom Checker • Providing free testing and contact tracing through USF Health and Student Health Services, in conjunction with the Florida Department of Health • Providing free vaccines on all of our campuses through Student Health Services and USF Health"
204,0809_SouthFlorida,institutional strategy,"In addition to the above mitigation measures, USF leadership will take additional steps to keep our community safe, such as: • Working with student organizations to implement appropriate mitigation strategies for their own organizations • Working with student leaders to promote and incentivize the vaccine using peer-to-peer outreach • Increasing signage on campus promoting the vaccine, masks and other mitigation measures • Providing responsive symptom screening through the Daily Symptom Checker • Providing free testing and contact tracing through USF Health and Student Health Services, in conjunction with the Florida Department of Health • Providing free vaccines on all of our campuses through Student Health Services and USF Health"
205,0809_SouthFlorida,community,thank you for doing your part to keep the USF community safe while providing the campus experience that our students deserve.
205,0809_SouthFlorida,responsibility of community members,thank you for doing your part to keep the USF community safe while providing the campus experience that our students deserve.
205,0809_SouthFlorida,safety,thank you for doing your part to keep the USF community safe while providing the campus experience that our students deserve.
206,0811_Rice,risk of covid,"As you know, the university recently updated its COVID-19 policies in light of the delta variant, the now dominant and more contagious coronavirus strain in the United States."
207,0811_Rice,community,"As previously stated, our intention is to have in-person instruction for the fall semester, balancing the safety of the members of our community while delivering on our educational mission. Detailed below are guidelines to help maintain a safe, yet enriching classroom environment for all."
207,0811_Rice,safety,"As previously stated, our intention is to have in-person instruction for the fall semester, balancing the safety of the members of our community while delivering on our educational mission. Detailed below are guidelines to help maintain a safe, yet enriching classroom environment for all."
207,0811_Rice,experience/educational needs,"As previously stated, our intention is to have in-person instruction for the fall semester, balancing the safety of the members of our community while delivering on our educational mission. Detailed below are guidelines to help maintain a safe, yet enriching classroom environment for all."
208,0811_Rice,requirement-level,"Based on prior survey information, we expect that more than 90% of our total community of 12,000 students, faculty and staff will be fully vaccinated during the fall semester."
208,0811_Rice,requirement-who,"Based on prior survey information, we expect that more than 90% of our total community of 12,000 students, faculty and staff will be fully vaccinated during the fall semester."
209,0811_Rice,requirement-level,"If you haven’t already done so, we urge every member of our community to get vaccinated. It’s the single best thing all of us can do for our own health and the health of our community."
209,0811_Rice,requirement-who,"If you haven’t already done so, we urge every member of our community to get vaccinated. It’s the single best thing all of us can do for our own health and the health of our community."
209,0811_Rice,community,"If you haven’t already done so, we urge every member of our community to get vaccinated. It’s the single best thing all of us can do for our own health and the health of our community."
209,0811_Rice,responsibility of community members,"If you haven’t already done so, we urge every member of our community to get vaccinated. It’s the single best thing all of us can do for our own health and the health of our community."
209,0811_Rice,safety,"If you haven’t already done so, we urge every member of our community to get vaccinated. It’s the single best thing all of us can do for our own health and the health of our community."
209,0811_Rice,health,"If you haven’t already done so, we urge every member of our community to get vaccinated. It’s the single best thing all of us can do for our own health and the health of our community."
210,0811_Rice,safety,"There will be challenges this semester, but with good planning and continued agility, we will overcome them and continue to meet the educational needs of our students while keeping everyone safe and healthy."
210,0811_Rice,health,"There will be challenges this semester, but with good planning and continued agility, we will overcome them and continue to meet the educational needs of our students while keeping everyone safe and healthy."
210,0811_Rice,experience/educational needs,"There will be challenges this semester, but with good planning and continued agility, we will overcome them and continue to meet the educational needs of our students while keeping everyone safe and healthy."
211,0818_TexasAustin,risk of covid,"As the fall semester approaches, welcome back to another school year on the Forty Acres. Clearly, we had all hoped that the launch of the year would have been very close to normal, but, as with many of our late summer and fall plans, things have become more complicated and stressful as the delta variant has spread throughout Austin and Texas."
213,0818_TexasAustin,community,"In the face of this latest challenge, I am heartened by the way we persevered through last year and continued to teach our great students effectively and to conduct high-impact research. I’m also encouraged by the resilience I see each day on campus and the work so many of you are doing to support our returning students. I’ve spoken with faculty members this week who are both preparing to teach in person and making adjustments to reduce density in their classrooms. I’ve heard from staff members (many of whom have been on campus for months) who are readying the Forty Acres for the fall, checking in students, serving meals, and maintaining our beautiful grounds. I was even stopped this morning by some new students who were out on a scavenger hunt as part of their orientation. I thank you for everything you are doing and for your commitment to our University of Texas community."
213,0818_TexasAustin,efforts of community members,"In the face of this latest challenge, I am heartened by the way we persevered through last year and continued to teach our great students effectively and to conduct high-impact research. I’m also encouraged by the resilience I see each day on campus and the work so many of you are doing to support our returning students. I’ve spoken with faculty members this week who are both preparing to teach in person and making adjustments to reduce density in their classrooms. I’ve heard from staff members (many of whom have been on campus for months) who are readying the Forty Acres for the fall, checking in students, serving meals, and maintaining our beautiful grounds. I was even stopped this morning by some new students who were out on a scavenger hunt as part of their orientation. I thank you for everything you are doing and for your commitment to our University of Texas community."
212,0818_TexasAustin,requirement-level,"As we communicated last week, we start the fall semester encouraging all community members to wear masks indoors, and we are continuing to offer vaccines and regular COVID-19 testing . If you have not been vaccinated yet, now is the time, as it is our best tool to combat the virus."
212,0818_TexasAustin,requirement-who,"As we communicated last week, we start the fall semester encouraging all community members to wear masks indoors, and we are continuing to offer vaccines and regular COVID-19 testing . If you have not been vaccinated yet, now is the time, as it is our best tool to combat the virus."
214,0818_TexasAustin,community,"As a community, we must be nimble, flexible and united in pursing the educational and academic missions of a flagship university. Hearing from our health experts, we expect that conditions will soon improve, and working together, we will remain focused on providing our students with the safe, healthy and first-class residential college experience that we cherish and that they deserve. And again, I thank you for your work and dedication to this university."
214,0818_TexasAustin,responsibility of community members,"As a community, we must be nimble, flexible and united in pursing the educational and academic missions of a flagship university. Hearing from our health experts, we expect that conditions will soon improve, and working together, we will remain focused on providing our students with the safe, healthy and first-class residential college experience that we cherish and that they deserve. And again, I thank you for your work and dedication to this university."
214,0818_TexasAustin,expertise,"As a community, we must be nimble, flexible and united in pursing the educational and academic missions of a flagship university. Hearing from our health experts, we expect that conditions will soon improve, and working together, we will remain focused on providing our students with the safe, healthy and first-class residential college experience that we cherish and that they deserve. And again, I thank you for your work and dedication to this university."
214,0818_TexasAustin,safety,"As a community, we must be nimble, flexible and united in pursing the educational and academic missions of a flagship university. Hearing from our health experts, we expect that conditions will soon improve, and working together, we will remain focused on providing our students with the safe, healthy and first-class residential college experience that we cherish and that they deserve. And again, I thank you for your work and dedication to this university."
214,0818_TexasAustin,health,"As a community, we must be nimble, flexible and united in pursing the educational and academic missions of a flagship university. Hearing from our health experts, we expect that conditions will soon improve, and working together, we will remain focused on providing our students with the safe, healthy and first-class residential college experience that we cherish and that they deserve. And again, I thank you for your work and dedication to this university."
215,0824_OSU,risk of covid,"The rising prevalence of the more transmissible Delta variant is fueling the resurgence of COVID-19 cases and hospitalizations – including in young and otherwise healthy unvaccinated people. Central, southern and southeastern Ohio have now recorded the highest number of hospitalized COVID-19 patients since January. Further, the number of hospitalized patients in these areas of the state rose an alarming 448% between mid-July and mid-August."
216,0824_OSU,requirement-level,"Throughout the pandemic, the university has taken measures to help keep our Ohio State community safe and healthy. With Monday’s news that the U.S. Food and Drug Administration has granted full approval to the Pfizer-BioNTech vaccine, Ohio State will now require every student, faculty and staff member to be vaccinated against COVID-19. The university is taking this step because vaccines are the safest and most effective form of protection against COVID-19. We are focused on enhancing the health and safety of our community. This step will increase our ability to support our students in continuing their educational experiences as well as help protect our current and the state’s future workforce."
216,0824_OSU,requirement-who,"Throughout the pandemic, the university has taken measures to help keep our Ohio State community safe and healthy. With Monday’s news that the U.S. Food and Drug Administration has granted full approval to the Pfizer-BioNTech vaccine, Ohio State will now require every student, faculty and staff member to be vaccinated against COVID-19. The university is taking this step because vaccines are the safest and most effective form of protection against COVID-19. We are focused on enhancing the health and safety of our community. This step will increase our ability to support our students in continuing their educational experiences as well as help protect our current and the state’s future workforce."
216,0824_OSU,expertise,"Throughout the pandemic, the university has taken measures to help keep our Ohio State community safe and healthy. With Monday’s news that the U.S. Food and Drug Administration has granted full approval to the Pfizer-BioNTech vaccine, Ohio State will now require every student, faculty and staff member to be vaccinated against COVID-19. The university is taking this step because vaccines are the safest and most effective form of protection against COVID-19. We are focused on enhancing the health and safety of our community. This step will increase our ability to support our students in continuing their educational experiences as well as help protect our current and the state’s future workforce."
216,0824_OSU,safety,"Throughout the pandemic, the university has taken measures to help keep our Ohio State community safe and healthy. With Monday’s news that the U.S. Food and Drug Administration has granted full approval to the Pfizer-BioNTech vaccine, Ohio State will now require every student, faculty and staff member to be vaccinated against COVID-19. The university is taking this step because vaccines are the safest and most effective form of protection against COVID-19. We are focused on enhancing the health and safety of our community. This step will increase our ability to support our students in continuing their educational experiences as well as help protect our current and the state’s future workforce."
216,0824_OSU,health,"Throughout the pandemic, the university has taken measures to help keep our Ohio State community safe and healthy. With Monday’s news that the U.S. Food and Drug Administration has granted full approval to the Pfizer-BioNTech vaccine, Ohio State will now require every student, faculty and staff member to be vaccinated against COVID-19. The university is taking this step because vaccines are the safest and most effective form of protection against COVID-19. We are focused on enhancing the health and safety of our community. This step will increase our ability to support our students in continuing their educational experiences as well as help protect our current and the state’s future workforce."
216,0824_OSU,experience/educational needs,"Throughout the pandemic, the university has taken measures to help keep our Ohio State community safe and healthy. With Monday’s news that the U.S. Food and Drug Administration has granted full approval to the Pfizer-BioNTech vaccine, Ohio State will now require every student, faculty and staff member to be vaccinated against COVID-19. The university is taking this step because vaccines are the safest and most effective form of protection against COVID-19. We are focused on enhancing the health and safety of our community. This step will increase our ability to support our students in continuing their educational experiences as well as help protect our current and the state’s future workforce."
230,0824_OSU,institutional strategy,"Throughout the pandemic, the university has taken measures to help keep our Ohio State community safe and healthy. With Monday’s news that the U.S. Food and Drug Administration has granted full approval to the Pfizer-BioNTech vaccine, Ohio State will now require every student, faculty and staff member to be vaccinated against COVID-19. The university is taking this step because vaccines are the safest and most effective form of protection against COVID-19. We are focused on enhancing the health and safety of our community. This step will increase our ability to support our students in continuing their educational experiences as well as help protect our current and the state’s future workforce. Scientists have learned a significant amount about the Delta variant, and this research underscores why being vaccinated is critical to combating COVID-19. Studies show that the Delta variant can be orders of magnitude (in one study, 1,000 times) more severe and it affects younger people in higher percentages than the original coronavirus strain. Additionally, vaccinated individuals can transmit the Delta variant – at least for the first few days that they are infected – even if they are not sick themselves. These factors combined mean it is also much more transmissible than the initial strains of COVID-19. The good news is that vaccinated individuals, though they can get COVID-19, are less contagious than unvaccinated individuals and they are significantly less likely to be hospitalized or die from the virus. Masks also continue to be an effective tool at combating the spread of COVID-19. That is why we are implementing our vaccine requirement with urgency as well as continuing our protocol to require everyone to wear masks indoors regardless of vaccination status."
217,0824_OSU,evidence,"Scientists have learned a significant amount about the Delta variant, and this research underscores why being vaccinated is critical to combating COVID-19. Studies show that the Delta variant can be orders of magnitude (in one study, 1,000 times) more severe and it affects younger people in higher percentages than the original coronavirus strain. Additionally, vaccinated individuals can transmit the Delta variant – at least for the first few days that they are infected – even if they are not sick themselves. These factors combined mean it is also much more transmissible than the initial strains of COVID-19."
217,0824_OSU,risk of covid,"Scientists have learned a significant amount about the Delta variant, and this research underscores why being vaccinated is critical to combating COVID-19. Studies show that the Delta variant can be orders of magnitude (in one study, 1,000 times) more severe and it affects younger people in higher percentages than the original coronavirus strain. Additionally, vaccinated individuals can transmit the Delta variant – at least for the first few days that they are infected – even if they are not sick themselves. These factors combined mean it is also much more transmissible than the initial strains of COVID-19."
218,0824_OSU,benefit of vaccination,"The good news is that vaccinated individuals, though they can get COVID-19, are less contagious than unvaccinated individuals and they are significantly less likely to be hospitalized or die from the virus."
219,0824_OSU,institutional strategy,That is why we are implementing our vaccine requirement with urgency as well as continuing our protocol to require everyone to wear masks indoors regardless of vaccination status.
220,0824_OSU,requirement-level,"The deadline for all Ohio State students, faculty and staff to have at least the first dose is Friday, October 15, 2021. For people receiving a two-dose sequence, the second dose deadline is November 15, 2021. This vaccination requirement mirrors the Wexner Medical Center’s announcement (link is external)."
220,0824_OSU,requirement-who,"The deadline for all Ohio State students, faculty and staff to have at least the first dose is Friday, October 15, 2021. For people receiving a two-dose sequence, the second dose deadline is November 15, 2021. This vaccination requirement mirrors the Wexner Medical Center’s announcement (link is external)."
221,0824_OSU,community,"More than 73% of our community has had at least one shot already, and this step will further protect us all."
221,0824_OSU,efforts of community members,"More than 73% of our community has had at least one shot already, and this step will further protect us all."
222,0824_OSU,experience/educational needs,We also stand the best chance of continuing to enjoy the traditions that we love throughout the academic year with higher vaccination rates in our campus community.
223,0824_OSU,exemption,A limited set of exemptions will be approved on a case-by-case basis
226,0824_OSU,community,"There is strong support for this requirement in our community, including student, faculty, staff and university leadership."
224,0824_OSU,expertise,"From the beginning of the pandemic, we have made data-driven, science-based decisions and followed the guidance of medical and public health professionals, including the U.S. Centers for Disease Control and Prevention and state and local public health partners."
224,0824_OSU,institutional strategy,"From the beginning of the pandemic, we have made data-driven, science-based decisions and followed the guidance of medical and public health professionals, including the U.S. Centers for Disease Control and Prevention and state and local public health partners."
225,0824_OSU,community,The health and safety of our community is and always will be a top priority. Thank you for doing your part to protect our campus community.
225,0824_OSU,responsibility of community members,The health and safety of our community is and always will be a top priority. Thank you for doing your part to protect our campus community.
225,0824_OSU,safety,The health and safety of our community is and always will be a top priority. Thank you for doing your part to protect our campus community.
225,0824_OSU,health,The health and safety of our community is and always will be a top priority. Thank you for doing your part to protect our campus community.
227,0825_UPenn,experience/educational needs,"With the start of the academic year less than a week away, there is great excitement, expectation, and hope across Penn’s vibrant campus. Many programs are already welcoming students through in-person programming and have had very successful classroom and group activities."
228,0825_UPenn,risk of covid,"At the same time, COVID and the Delta variant continue to weigh heavily on people’s minds."
229,0825_UPenn,expertise,"We share your concerns and are listening and responding to them, in close collaboration with public health experts and officials."
231,0825_UPenn,requirement-level,"We appreciate the tremendous positive response from the Penn community in complying with the University’s vaccine requirement. With 90% of our faculty, staff, and postdocs and 88% of our students reporting being fully vaccinated to date, we remind everyone that all students, faculty, staff, postdocs, and other campus partners are required to be fully vaccinated against COVID-19 for the Fall 2021 semester."
231,0825_UPenn,requirement-who,"We appreciate the tremendous positive response from the Penn community in complying with the University’s vaccine requirement. With 90% of our faculty, staff, and postdocs and 88% of our students reporting being fully vaccinated to date, we remind everyone that all students, faculty, staff, postdocs, and other campus partners are required to be fully vaccinated against COVID-19 for the Fall 2021 semester."
231,0825_UPenn,efforts of community members,"We appreciate the tremendous positive response from the Penn community in complying with the University’s vaccine requirement. With 90% of our faculty, staff, and postdocs and 88% of our students reporting being fully vaccinated to date, we remind everyone that all students, faculty, staff, postdocs, and other campus partners are required to be fully vaccinated against COVID-19 for the Fall 2021 semester."
232,0825_UPenn,requirement-level,"Consistent with the recently revised Philadelphia Department of Public Health guidance , the University will be requiring all faculty, staff and postdocs to be fully vaccinated, except for those with medical or religious exemptions, by October 15, 2021 ."
232,0825_UPenn,requirement-who,"Consistent with the recently revised Philadelphia Department of Public Health guidance , the University will be requiring all faculty, staff and postdocs to be fully vaccinated, except for those with medical or religious exemptions, by October 15, 2021 ."
